"","income","sex","eth","fedu","medu","weights"
"666",10951.3270659618,2,1,1,0,1
"667",22680.7797326284,1,1,1,0,1
"668",1374.48763262842,2,1,1,0,1
"669",6196.96943262842,1,1,1,7,1
"670",2413.10103262842,1,1,6,4,1
"671",6245.66083262842,1,1,1,0,1
"672",2223.57833262842,1,1,1,3,1
"673",5929.37513262842,2,1,1,6,1
"674",1971.77773262842,2,1,1,0,1
"675",1779.76103262842,1,1,1,0,1
"676",11125.2427326284,1,3,1,0,1
"677",2093.85633262842,2,1,5,4,1
"678",1335.67243262842,1,1,1,10,1
"679",5840.17693262842,2,3,10,7,1
"680",3748.59543262842,1,1,1,0,1
"681",13985.1857326284,1,1,1,8,1
"682",1680.54513262842,1,1,1,0,1
"683",11548.8557326284,1,1,1,10,1
"684",4413.00703262842,1,3,9,8,1
"685",10300.0820659618,2,4,11,12,1
"686",8836.81563262842,2,1,1,0,1
"687",2775.71723262842,1,1,1,0,1
"688",1701.38473262842,2,1,1,0,1
"689",7324.38983262842,1,1,1,0,1
"690",18212.1567326284,1,1,1,0,1
"691",2051.61203262842,1,1,1,0,1
"692",14117.7617326284,1,1,9,7,1
"693",2183.05433262842,2,1,1,0,1
"694",9051.30873262842,1,1,1,5,1
"695",8819.39373262842,1,1,1,0,1
"696",19814.5470659618,1,1,3,4,1
"697",898.60167262842,1,1,1,6,1
"698",18506.3087326284,2,3,3,5,1
"699",4323.80923262842,2,1,1,0,1
"700",1752.36203262842,2,3,1,0,1
"701",2718.24313262842,1,1,1,0,1
"702",4853.49093262842,2,1,1,0,1
"703",7891.73353262842,1,1,5,2,1
"704",3610.22433262842,2,1,7,12,1
"705",5233.62953262842,1,1,1,2,1
"706",8757.20723262842,1,1,1,0,1
"707",3574.54483262842,1,1,4,6,1
"708",8750.09973262842,1,1,1,0,1
"709",5483.38443262842,1,4,11,10,1
"710",4209.88203262842,1,1,1,0,1
"711",14938.3837326284,2,3,9,4,1
"712",3440.74773262842,1,1,1,0,1
"713",3342.62983262842,1,1,11,5,1
"714",3289.06613262842,1,3,5,6,1
"715",1514.06863262842,1,1,1,0,1
"716",2039.51823262842,2,1,1,0,1
"717",19219.8933992951,2,1,1,0,1
"718",3574.54483262842,1,1,1,0,1
"719",8525.04023262842,2,1,11,9,1
"720",5516.31213262842,1,1,1,0,1
"721",20468.6657326284,1,1,1,0,1
"722",3529.94593262842,1,1,1,0,1
"723",4693.23303262842,1,3,1,0,1
"724",797.26823262842,2,1,9,0,1
"725",3521.72993262842,1,1,1,0,1
"726",7891.73353262842,2,1,6,4,1
"727",20119.9027326284,1,4,9,8,1
"728",4413.00703262842,1,4,8,7,1
"729",7534.94113262842,1,1,9,8,1
"730",1737.06393262842,1,1,1,0,1
"731",6233.68373262842,2,1,7,0,1
"732",628.66179262842,1,1,1,0,1
"733",3967.01653262842,2,1,3,2,1
"734",20692.9023992951,1,1,1,0,1
"735",8676.67693262842,2,1,8,12,1
"736",5571.51823262842,2,1,5,5,1
"737",4912.51673262842,2,1,1,0,1
"738",14941.8287326284,2,1,1,3,1
"739",3028.90153262842,1,1,1,0,1
"740",2983.85223262842,1,1,1,0,1
"741",2004.65813262842,2,1,1,0,1
"742",5528.02213262842,1,1,1,0,1
"743",11563.3507326284,2,2,8,10,1
"744",3273.51013262842,1,1,1,0,1
"745",3150.85393262842,2,3,8,7,1
"746",10210.8843992951,1,3,7,5,1
"747",3164.23353262842,1,1,1,0,1
"748",8409.08223262842,2,1,9,11,1
"749",27961.3087326284,1,1,1,8,1
"750",5215.79023262842,1,1,1,7,1
"751",4243.53093262842,1,1,1,0,1
"752",6241.56853262842,1,1,1,0,1
"753",1201.87533262842,2,1,1,0,1
"754",12084.0437326284,1,1,1,2,1
"755",5215.79023262842,1,1,1,0,1
"756",13600.4127326284,1,2,9,8,1
"757",1640.01953262842,1,3,1,0,1
"758",10656.8747326284,1,1,1,0,1
"759",24036.5917326284,1,1,7,8,1
"760",3073.40323262842,2,1,9,12,1
"761",10446.6247326284,1,1,7,8,1
"762",18238.7147326284,1,1,1,8,1
"763",755.88469262842,2,1,1,0,1
"764",4413.00703262842,1,1,1,11,1
"765",8805.08413262842,1,1,1,0,1
"766",16196.0777326284,1,1,1,0,1
"767",3735.10153262842,1,1,1,0,1
"768",2183.05433262842,2,1,1,0,1
"769",2966.87863262842,2,3,11,9,1
"770",2275.19453262842,1,1,1,0,1
"771",6018.57293262842,1,1,1,0,1
"772",11548.8557326284,1,1,12,8,1
"773",22609.4217326284,2,4,9,8,1
"774",10103.8467326284,1,1,4,4,1
"775",1621.25363262842,1,1,1,0,1
"776",4283.63833262842,2,1,1,0,1
"777",6999.75213262842,1,1,1,0,1
"778",6368.30193262842,2,1,1,0,1
"779",7151.38933262842,1,3,8,2,1
"780",4943.61103262842,1,1,1,0,1
"781",8922.96693262842,2,1,1,0,1
"782",1915.46013262842,1,1,9,8,1
"783",1362.43183262842,2,1,1,3,1
"784",2852.04023262842,1,1,1,4,1
"785",7190.90303262842,1,3,7,0,1
"786",4875.05343262842,1,3,1,7,1
"787",5304.98843262842,2,1,5,6,1
"788",1335.67243262842,2,1,7,0,1
"789",7008.67203262842,1,3,9,8,1
"790",9229.70523262842,2,3,9,7,1
"791",7534.94113262842,1,1,1,8,1
"792",3515.05803262842,1,1,1,0,1
"793",2272.25263262842,2,1,12,8,1
"794",3788.62053262842,2,1,1,0,1
"795",8290.74333262842,1,1,1,0,1
"796",8837.23353262842,2,3,11,11,1
"797",2616.87713262842,1,1,1,0,1
"798",11013.6667326284,1,3,11,12,1
"799",2040.33753262842,1,1,1,0,1
"800",8186.08713262842,2,1,6,3,1
"801",10210.8837326284,1,4,10,9,1
"802",3059.98113262842,1,1,1,0,1
"803",5420.94593262842,1,1,1,0,1
"804",2076.01673262842,1,1,1,0,1
"805",4136.49283262842,1,3,6,8,1
"806",12440.8367326284,1,1,1,12,1
"807",1469.46953262842,1,1,1,0,1
"808",1130.51673262842,1,1,1,0,1
"809",5874.96403262842,1,1,1,0,1
"810",1732.54383262842,2,1,1,0,1
"811",5661.78093262842,1,1,6,3,1
"812",7011.50503262842,1,1,1,0,1
"813",4992.79513262842,2,1,1,0,1
"814",7320.86543262842,1,1,1,5,1
"815",7766.85613262842,1,3,1,0,1
"816",4346.10853262842,2,1,10,0,1
"817",1228.63473262842,1,1,2,0,1
"818",3030.43643262842,1,1,4,2,1
"819",1869.97063262842,2,3,1,0,1
"820",3401.24823262842,1,2,1,0,1
"821",11080.5657326284,1,1,1,0,1
"822",10466.5853992951,1,1,1,8,1
"823",4101.73453262842,1,1,1,0,1
"824",6999.75213262842,2,1,1,0,1
"825",7517.10123262842,2,1,1,0,1
"826",5929.37513262842,2,1,10,7,1
"827",2836.65833262842,1,1,1,1,1
"828",11905.6487326284,1,1,1,0,1
"829",2093.85633262842,1,1,1,0,1
"830",996.71963262842,1,1,9,0,1
"831",2450.64883262842,2,1,6,12,1
"832",4948.19593262842,2,1,1,0,1
"833",3431.82803262842,1,1,1,0,1
"834",5394.18623262842,1,1,9,8,1
"835",9497.29903262842,1,1,5,9,1
"836",8872.91223262842,2,1,11,8,1
"837",29674.9807326284,1,3,12,12,1
"838",12943.4547326284,1,1,1,0,1
"839",20068.5017326284,1,1,2,2,1
"840",5438.78533262842,2,1,1,4,1
"841",13215.0767326284,1,1,1,0,1
"842",11563.3507326284,1,2,4,0,1
"843",2449.73183262842,2,1,1,0,1
"844",10335.7617326284,1,1,1,2,1
"845",6718.77853262842,2,1,1,0,1
"846",2878.79973262842,1,1,9,9,1
"847",1467.68563262842,2,1,1,5,1
"848",3216.89693262842,1,1,8,6,1
"849",1299.49653262842,2,1,1,4,1
"850",5358.50703262842,1,1,7,0,1
"851",3426.56143262842,1,1,1,0,1
"852",6750.76873262842,2,1,1,0,1
"853",4413.00703262842,2,3,9,7,1
"854",11983.1457326284,2,4,11,12,1
"855",5510.14373262842,1,1,1,0,1
"856",7208.92403262842,1,1,1,0,1
"857",2093.85633262842,2,1,3,10,1
"858",2825.28093262842,1,1,1,12,1
"859",24185.2553992951,2,1,5,0,1
"860",1344.59223262842,1,1,1,0,1
"861",1083.52873262842,1,1,1,0,1
"862",29299.2797326284,2,1,1,8,1
"863",5073.07343262842,1,3,11,4,1
"864",3298.03093262842,1,1,8,6,1
"865",6955.15353262842,1,1,1,6,1
"866",13778.8087326284,2,1,8,0,1
"867",20468.6657326284,1,4,11,10,1
"868",2843.12053262842,2,3,1,0,1
"869",5278.22873262842,1,1,5,7,1
"870",2093.85633262842,1,1,1,0,1
"871",6259.40793262842,1,1,1,0,1
"872",3253.43183262842,2,3,1,0,1
"873",9176.18573262842,2,1,1,0,1
"874",23055.4127326284,2,4,7,0,1
"875",15897.3547326284,1,1,4,8,1
"876",2629.04513262842,1,1,1,0,1
"877",10152.5277326284,2,2,7,0,1
"878",488.29039262842,2,1,3,7,1
"879",7088.95033262842,1,1,1,0,1
"880",1630.02613262842,1,1,1,0,1
"881",15832.5947326284,1,1,3,4,1
"882",4816.97433262842,1,3,11,4,1
"883",18417.1097326284,1,4,11,12,1
"884",2522.00723262842,1,1,1,0,1
"885",16086.0667326284,2,4,11,12,1
"886",1737.06393262842,1,1,1,0,1
"887",5010.63443262842,2,1,1,0,1
"888",1897.62053262842,1,1,1,0,1
"889",21223.3497326284,1,1,1,0,1
"890",7534.94113262842,1,1,1,0,1
"891",10954.2020659618,1,4,11,10,1
"892",4707.36103262842,1,3,1,0,1
"893",2893.25403262842,1,1,5,9,1
"894",2950.15813262842,1,1,1,0,1
"895",10076.7927326284,1,3,1,0,1
"896",7178.14863262842,1,1,3,0,1
"897",5304.98843262842,2,1,1,0,1
"898",2629.04513262842,1,1,7,5,1
"899",7543.86003262842,2,3,1,0,1
"900",9666.77553262842,2,3,1,0,1
"901",19942.3987326284,2,1,9,8,1
"902",4395.16763262842,1,1,1,7,1
"903",13255.4327326284,1,1,1,0,1
"904",7088.95033262842,2,1,1,0,1
"905",711.28563262842,1,1,9,0,1
"906",3075.03553262842,2,1,1,0,1
"907",2629.04513262842,1,4,11,10,1
"908",3842.13933262842,1,1,1,0,1
"909",17435.9317326284,1,2,12,2,1
"910",883.69505262842,1,1,1,0,1
"911",12306.7697326284,1,3,9,8,1
"912",1255.39413262842,1,1,1,0,1
"913",381.25264262842,2,1,1,0,1
"914",3521.02603262842,2,1,1,0,1
"915",2444.92133262842,1,3,8,6,1
"916",27426.1197326284,2,1,11,8,1
"917",7534.94113262842,2,1,1,10,1
"918",4739.64273262842,2,1,8,7,1
"919",2867.87593262842,1,1,1,0,1
"920",1647.86573262842,2,1,1,0,1
"921",10148.9677326284,2,1,6,5,1
"922",2314.17573262842,2,1,9,8,1
"923",8515.83313262842,1,1,1,0,1
"924",7241.30143262842,2,1,1,0,1
"925",3190.99313262842,1,1,1,3,1
"926",10958.9227326284,1,3,12,6,1
"927",21806.6387326284,1,1,1,0,1
"928",10303.6507326284,1,1,8,0,1
"929",2985.83733262842,2,1,1,11,1
"930",7615.04513262842,1,1,1,0,1
"931",5304.98843262842,2,1,1,8,1
"932",3610.22433262842,1,1,1,0,1
"933",8962.11053262842,2,1,1,8,1
"934",11067.1857326284,1,1,12,11,1
"935",809.40355262842,1,1,1,0,1
"936",2852.04023262842,1,1,1,3,1
"937",6822.25603262842,2,1,1,0,1
"938",9839.44943262842,1,1,1,0,1
"939",8489.36053262842,1,1,1,0,1
"940",586.40831262842,1,1,1,0,1
"941",4136.49283262842,1,1,1,0,1
"942",7695.49773262842,1,3,7,8,1
"943",2985.83733262842,1,1,9,11,1
"944",7861.17793262842,1,1,5,2,1
"945",7588.45963262842,1,1,11,10,1
"946",3120.23013262842,1,1,1,0,1
"947",1940.87283262842,1,1,1,0,1
"948",5171.19113262842,1,1,1,0,1
"949",4395.16763262842,1,2,8,8,1
"950",4609.24283262842,1,1,4,3,1
"951",1941.20033262842,2,1,1,0,1
"952",5874.96213262842,1,1,2,0,1
"953",2397.12983262842,1,1,1,0,1
"954",3521.02603262842,1,1,1,0,1
"955",1620.09493262842,1,1,1,0,1
"956",711.28563262842,1,1,1,0,1
"957",15830.3657326284,1,1,10,12,1
"958",666.68663262842,2,1,1,0,1
"959",21501.2947326284,2,1,1,0,1
"960",2183.05433262842,2,1,7,0,1
"961",3075.03553262842,1,1,5,0,1
"962",6535.92203262842,1,1,1,0,1
"963",2905.55923262842,1,1,1,8,1
"964",4413.00703262842,1,1,1,0,1
"965",3503.18643262842,1,3,8,7,1
"966",2700.97403262842,2,1,1,0,1
"967",2576.52313262842,1,1,1,0,1
"968",13332.8187326284,2,1,1,0,1
"969",6286.27313262842,1,1,1,0,1
"970",3155.31393262842,1,1,1,0,1
"971",13555.8137326284,1,1,1,7,1
"972",3699.42233262842,2,1,6,0,1
"973",9836.25213262842,1,1,1,8,1
"974",9983.52239929509,1,1,6,6,1
"975",9989.67273262842,2,1,9,10,1
"976",2183.05433262842,1,1,8,0,1
"977",16900.7427326284,2,1,1,0,1
"978",987.79983262842,1,3,1,9,1
"979",5929.37513262842,1,3,1,0,1
"980",2860.96013262842,1,1,6,10,1
"981",2379.29023262842,1,1,11,5,1
"982",4930.17013262842,1,1,1,4,1
"983",1068.07803262842,1,1,3,0,1
"984",2700.40353262842,1,3,1,0,1
"985",9249.56953262842,1,1,1,0,1
"986",1701.38473262842,1,1,1,0,1
"987",20647.0627326284,1,2,5,4,1
"988",5572.58273262842,1,1,4,0,1
"989",2264.83633262842,1,1,1,3,1
"990",577.48851262842,1,1,1,0,1
"991",3467.50723262842,1,1,1,0,1
"992",20022.6757326284,1,1,1,8,1
"993",3137.47433262842,2,1,1,0,1
"994",3000.57973262842,1,1,1,0,1
"995",9044.40153262842,1,3,1,0,1
"996",11374.9757326284,1,1,1,0,1
"997",4586.05143262842,1,1,9,0,1
"998",4680.60173262842,1,3,3,0,1
"999",4655.33223262842,1,1,1,0,1
"1000",5215.79023262842,2,1,12,9,1
"1001",3413.27243262842,1,1,1,0,1
"1002",2236.57343262842,1,1,1,4,1
"1003",4349.18623262842,1,1,9,0,1
"1004",2183.05433262842,2,1,1,0,1
"1005",1505.14883262842,1,1,1,0,1
"1006",3596.03553262842,1,1,5,10,1
"1007",11290.1817326284,2,1,1,0,1
"1008",1415.95073262842,1,1,1,0,1
"1009",2655.80433262842,1,1,1,0,1
"1010",6642.96013262842,1,1,11,10,1
"1011",2361.45063262842,1,1,1,0,1
"1012",14296.1577326284,2,3,1,0,1
"1013",712.44310262842,1,1,1,0,1
"1014",3253.43183262842,1,1,1,0,1
"1015",10642.4310659618,2,1,9,10,1
"1016",5953.45863262842,1,1,11,8,1
"1017",9515.13883262842,2,1,1,2,1
"1018",6072.09193262842,2,1,1,0,1
"1019",1737.06393262842,1,1,1,0,1
"1020",4363.26433262842,1,1,1,0,1
"1021",16454.7517326284,2,4,10,12,1
"1022",7534.94113262842,2,4,11,12,1
"1023",3075.03553262842,1,1,1,0,1
"1024",1323.43453262842,2,1,1,0,1
"1025",443.69133262842,1,1,1,8,1
"1026",5843.72673262842,1,1,1,0,1
"1027",11846.1823992951,1,4,11,10,1
"1028",5704.30823262842,1,1,5,4,1
"1029",12857.0950659618,1,4,8,10,1
"1030",3128.55433262842,1,1,7,4,1
"1031",2254.41303262842,1,1,5,4,1
"1032",5304.98843262842,1,1,8,0,1
"1033",5453.27993262842,1,1,1,9,1
"1034",19844.2797326284,1,3,1,7,1
"1035",3708.34223262842,1,1,1,6,1
"1036",11994.8467326284,2,1,1,0,1
"1037",20186.2947326284,1,3,9,4,1
"1038",3113.68793262842,1,1,1,0,1
"1039",18692.8787326284,1,3,10,6,1
"1040",5033.18133262842,2,1,1,0,1
"1041",7660.92983262842,1,1,1,0,1
"1042",622.08757262842,2,1,9,0,1
"1043",8493.92013262842,1,1,12,2,1
"1044",1827.81703262842,1,1,9,8,1
"1045",18992.5093992951,1,4,11,10,1
"1046",3127.66253262842,1,1,9,8,1
"1047",6337.55383262842,2,1,1,0,1
"1048",2538.95503262842,1,3,5,6,1
"1049",5463.16763262842,1,1,12,6,1
"1050",2369.29043262842,1,1,1,0,1
"1051",2093.85633262842,1,1,1,0,1
"1052",4769.79953262842,1,1,3,3,1
"1053",16150.7297326284,1,1,1,0,1
"1054",648.84697262842,1,1,1,0,1
"1055",8957.21793262842,1,1,1,0,1
"1056",10531.9977326284,2,1,1,0,1
"1057",3967.01653262842,2,1,1,6,1
"1058",1299.99323262842,1,1,1,0,1
"1059",3055.39033262842,1,1,1,7,1
"1060",2393.94473262842,1,1,9,6,1
"1061",3075.03553262842,1,1,11,6,1
"1062",4163.25263262842,1,1,1,0,1
"1063",20314.0747326284,1,3,8,0,1
"1064",16811.5447326284,2,1,1,0,1
"1065",4038.37513262842,1,1,1,0,1
"1066",8159.32733262842,1,1,9,8,1
"1067",17495.3960659618,2,4,9,8,1
"1068",16008.7607326284,2,4,11,8,1
"1069",2629.04513262842,1,1,1,0,1
"1070",4520.61543262842,1,1,1,0,1
"1071",7918.68033262842,2,3,1,0,1
"1072",9197.57443262842,2,1,9,8,1
"1073",2887.41843262842,2,1,5,0,1
"1074",3877.81853262842,1,1,8,10,1
"1075",947.57530262842,1,1,1,0,1
"1076",8480.44063262842,2,3,8,3,1
"1077",3351.54973262842,1,1,1,0,1
"1078",1015.08493262842,1,1,1,6,1
"1079",2450.64883262842,2,1,6,7,1
"1080",3322.90933262842,1,1,3,0,1
"1081",3789.65743262842,1,1,1,0,1
"1082",19279.3583992951,2,1,9,0,1
"1083",2994.75723262842,1,1,1,0,1
"1084",3556.70523262842,1,1,1,0,1
"1085",2629.04513262842,1,1,1,0,1
"1086",4448.68623262842,2,1,1,0,1
"1087",5661.78093262842,1,1,1,0,1
"1088",1826.26203262842,1,1,1,0,1
"1089",4954.14223262842,1,1,1,0,1
"1090",683.77934262842,1,1,1,7,1
"1091",5840.17693262842,1,1,1,0,1
"1092",12351.6387326284,1,2,9,8,1
"1093",4332.72873262842,1,1,1,0,1
"1094",3273.51013262842,1,1,5,7,1
"1095",2323.58293262842,2,1,1,0,1
"1096",17703.5257326284,1,3,1,0,1
"1097",8554.65153262842,1,3,1,0,1
"1098",3699.42233262842,1,1,1,0,1
"1099",5215.79023262842,1,1,1,0,1
"1100",7093.41033262842,1,1,1,7,1
"1101",20679.1957326284,1,2,1,0,1
"1102",818.32341262842,1,1,1,0,1
"1103",2013.57803262842,1,1,1,5,1
"1104",5919.52553262842,2,3,1,10,1
"1105",4324.07833262842,1,1,1,0,1
"1106",622.08757262842,2,1,8,0,1
"1107",916.44133262842,1,1,1,0,1
"1108",2242.95233262842,1,3,4,2,1
"1109",29834.4687326284,2,1,6,6,1
"1110",3396.58123262842,1,3,8,0,1
"1111",4492.64713262842,1,1,6,8,1
"1112",4413.00703262842,1,2,9,0,1
"1113",19933.4787326284,1,1,1,0,1
"1114",6179.12953262842,1,1,1,0,1
"1115",8159.32733262842,1,1,11,11,1
"1116",23479.1037326284,1,1,1,0,1
"1117",4305.96943262842,1,1,1,0,1
"1118",9816.45913262842,1,1,1,0,1
"1119",6125.61103262842,1,1,1,0,1
"1120",7980.93133262842,1,3,6,8,1
"1121",5423.23213262842,1,1,1,0,1
"1122",5198.94453262842,1,1,12,9,1
"1123",3253.43183262842,1,1,1,7,1
"1124",3387.22893262842,1,1,1,5,1
"1125",10634.5703992951,1,1,1,4,1
"1126",8750.09973262842,2,1,5,12,1
"1127",19936.8787326284,1,1,9,8,1
"1128",8141.48793262842,1,3,1,0,1
"1129",11193.9217326284,1,1,1,0,1
"1130",6925.71793262842,2,1,4,11,1
"1131",4932.14033262842,1,1,1,0,1
"1132",934.28093262842,2,1,8,3,1
"1133",4413.00703262842,1,1,1,0,1
"1134",9720.29513262842,1,1,9,8,1
"1135",9854.09193262842,2,1,1,0,1
"1136",292.05455262842,1,1,4,6,1
"1137",4472.12513262842,1,1,3,4,1
"1138",8063.29953262842,1,1,5,3,1
"1139",10300.0817326284,1,1,1,0,1
"1140",2197.68233262842,1,1,1,0,1
"1141",3450.49113262842,2,1,1,0,1
"1142",6196.96943262842,2,3,11,9,1
"1143",9318.90353262842,1,3,7,5,1
"1144",4680.60173262842,1,1,1,0,1
"1145",5197.95033262842,1,3,8,7,1
"1146",3950.73353262842,1,1,1,0,1
"1147",15964.1627326284,1,1,1,8,1
"1148",1714.76433262842,1,1,1,4,1
"1149",6821.35613262842,1,1,2,3,1
"1150",12440.8367326284,1,4,11,8,1
"1151",1335.67243262842,2,1,1,0,1
"1152",720.20549262842,1,1,1,0,1
"1153",1142.96713262842,1,1,1,0,1
"1154",8198.82533262842,1,1,1,0,1
"1155",16008.7607326284,1,1,12,10,1
"1156",1835.18183262842,1,1,1,2,1
"1157",12781.5737326284,1,3,7,0,1
"1158",936.39610262842,1,1,1,0,1
"1159",4018.79803262842,1,3,5,7,1
"1160",2243.83223262842,1,1,11,0,1
"1161",9918.95333262842,1,1,1,0,1
"1162",10933.1817326284,2,1,1,7,1
"1163",5349.58713262842,1,1,1,0,1
"1164",2318.96503262842,1,1,1,0,1
"1165",1291.07343262842,2,1,7,0,1
"1166",3486.86343262842,2,3,1,0,1
"1167",7534.94113262842,1,1,8,5,1
"1168",1932.85833262842,2,1,1,4,1
"1169",2361.45063262842,2,1,4,0,1
"1170",14005.7367326284,1,3,1,0,1
"1171",755.88469262842,1,1,4,3,1
"1172",4707.36103262842,2,3,8,0,1
"1173",1656.78553262842,1,1,5,6,1
"1174",13454.0297326284,1,1,1,0,1
"1175",964.08813262842,2,1,1,0,1
"1176",4113.02853262842,1,1,1,0,1
"1177",17792.7227326284,1,1,1,10,1
"1178",8355.56363262842,2,1,1,0,1
"1179",5064.15353262842,2,1,1,0,1
"1180",10656.8747326284,2,3,9,8,1
"1181",5228.15493262842,2,1,1,3,1
"1182",7463.58273262842,1,1,1,0,1
"1183",5840.17693262842,2,1,1,9,1
"1184",5786.65793262842,1,1,1,0,1
"1185",8533.96013262842,1,1,6,7,1
"1186",3822.22693262842,1,3,1,0,1
"1187",1579.89213262842,2,1,1,0,1
"1188",1826.26203262842,1,1,1,0,1
"1189",1068.07803262842,1,1,8,0,1
"1190",3158.53073262842,1,1,8,4,1
"1191",3125.87863262842,1,1,10,7,1
"1192",8426.92203262842,1,1,12,9,1
"1193",2158.88613262842,2,1,1,3,1
"1194",3253.43183262842,2,1,6,9,1
"1195",24928.5727326284,1,4,11,12,1
"1196",5138.43763262842,1,1,1,0,1
"1197",5305.88003262842,1,1,1,5,1
"1198",9764.89373262842,1,1,1,0,1
"1199",9408.10173262842,2,1,1,0,1
"1200",5929.37513262842,1,2,1,0,1
"1201",5322.82783262842,1,1,1,0,1
"1202",25463.7597326284,2,4,11,10,1
"1203",1175.11573262842,1,1,1,0,1
"1204",3208.83273262842,1,1,1,0,1
"1205",3324.79023262842,1,1,1,0,1
"1206",4787.63933262842,2,1,1,5,1
"1207",6036.41273262842,1,1,1,8,1
"1208",4127.57343262842,2,1,1,0,1
"1209",4011.61563262842,1,1,1,0,1
"1210",9363.50213262842,1,1,9,7,1
"1211",2227.65353262842,1,1,1,0,1
"1212",1997.22513262842,2,1,4,9,1
"1213",9481.51873262842,2,1,4,0,1
"1214",21717.4397326284,1,1,1,0,1
"1215",11673.7337326284,2,1,5,0,1
"1216",4216.77113262842,1,1,1,0,1
"1217",3005.11683262842,1,1,1,6,1
"1218",1023.47903262842,1,1,12,9,1
"1219",2575.29633262842,1,1,1,0,1
"1220",24128.9007326284,1,3,11,11,1
"1221",4305.96943262842,2,1,1,0,1
"1222",4511.30973262842,1,1,1,0,1
"1223",1647.86573262842,2,1,1,8,1
"1224",7980.93133262842,2,1,1,0,1
"1225",4778.71943262842,1,1,1,0,1
"1226",2013.57803262842,1,1,1,0,1
"1227",9764.89373262842,1,1,9,6,1
"1228",12238.6550659618,1,1,1,0,1
"1229",1505.14883262842,1,1,1,0,1
"1230",2183.05433262842,2,1,1,4,1
"1231",5358.50703262842,1,1,9,0,1
"1232",25196.1657326284,1,1,11,5,1
"1233",2762.84223262842,1,1,1,0,1
"1234",3717.26193262842,1,1,1,0,1
"1235",8872.91223262842,2,1,1,0,1
"1236",10149.7877326284,1,1,1,0,1
"1237",3449.66763262842,1,1,1,0,1
"1238",3859.97893262842,1,1,9,0,1
"1239",711.28563262842,1,1,1,0,1
"1240",10210.8837326284,1,2,1,8,1
"1241",5260.38933262842,2,1,1,0,1
"1242",3342.62983262842,2,1,11,5,1
"1243",12738.1643992951,1,1,6,5,1
"1244",14819.7407326284,2,1,1,11,1
"1245",9717.62513262842,1,1,1,5,1
"1246",10880.3437326284,1,2,1,0,1
"1247",3015.16693262842,2,1,1,3,1
"1248",24928.5727326284,1,4,11,12,1
"1249",1714.76433262842,2,1,1,0,1
"1250",2775.71723262842,2,1,1,0,1
"1251",1986.81863262842,2,1,1,0,1
"1252",15562.7707326284,1,1,1,0,1
"1253",14670.7893992951,1,3,11,8,1
"1254",3921.04703262842,2,1,1,0,1
"1255",15848.2047326284,1,1,9,5,1
"1256",2672.03503262842,2,1,1,0,1
"1257",26127.3947326284,1,1,7,6,1
"1258",7088.95033262842,1,1,1,0,1
"1259",4479.90593262842,1,1,1,0,1
"1260",6681.24093262842,1,1,1,4,1
"1261",5893.69593262842,2,1,1,7,1
"1262",9764.89373262842,1,3,11,9,1
"1263",3447.29703262842,1,1,1,0,1
"1264",1905.56253262842,1,1,1,0,1
"1265",7013.03633262842,2,3,1,10,1
"1266",2539.84683262842,2,1,1,0,1
"1267",1201.87533262842,1,1,1,0,1
"1268",20736.2617326284,1,1,1,5,1
"1269",13151.9807326284,1,4,11,10,1
"1270",1949.79073262842,1,1,1,0,1
"1271",3164.23353262842,1,3,12,8,1
"1272",14554.8317326284,2,1,7,10,1
"1273",28728.4127326284,2,1,1,5,1
"1274",7310.61833262842,2,3,1,0,1
"1275",22698.6197326284,1,1,6,5,1
"1276",3271.27143262842,2,1,7,0,1
"1277",2400.28293262842,1,1,7,6,1
"1278",4649.11983262842,2,3,1,0,1
"1279",8293.12513262842,1,1,1,0,1
"1280",2209.81393262842,2,1,1,0,1
"1281",3075.03553262842,1,4,11,10,1
"1282",7891.73353262842,1,1,9,0,1
"1283",10951.2287326284,1,3,8,6,1
"1284",5304.98843262842,1,1,1,0,1
"1285",760.79509262842,2,1,1,0,1
"1286",2209.81393262842,2,1,11,5,1
"1287",3298.03093262842,2,1,8,9,1
"1288",6844.54753262842,1,1,8,5,1
"1289",10141.0117326284,2,1,11,8,1
"1290",5475.01333262842,2,1,1,0,1
"1291",2741.02023262842,1,1,1,0,1
"1292",934.28093262842,1,1,1,7,1
"1293",3235.59223262842,1,1,1,0,1
"1294",2629.04513262842,2,1,9,12,1
"1295",5403.10613262842,1,1,1,0,1
"1296",2548.71993262842,2,1,1,0,1
"1297",1335.67243262842,2,1,5,0,1
"1298",6826.40303262842,1,1,1,0,1
"1299",952.12053262842,2,1,1,0,1
"1300",3967.01653262842,2,1,1,7,1
"1301",5304.98843262842,2,1,1,0,1
"1302",755.88469262842,1,1,1,0,1
"1303",13000.2967326284,2,2,5,0,1
"1304",1759.74243262842,2,1,1,8,1
"1305",6375.36543262842,1,1,1,4,1
"1306",3967.01653262842,2,1,8,7,1
"1307",13481.4820659618,2,1,5,9,1
"1308",15291.3087326284,1,1,1,0,1
"1309",3521.02603262842,2,1,1,0,1
"1310",845.08281262842,2,1,1,0,1
"1311",7980.93133262842,1,1,5,11,1
"1312",13735.1107326284,1,2,12,9,1
"1313",1897.62053262842,1,1,1,0,1
"1314",14176.7637326284,1,3,1,0,1
"1315",10454.5237326284,1,1,9,8,1
"1316",2002.20233262842,1,1,1,0,1
"1317",7953.88833262842,2,1,1,0,1
