"","income","sex","eth","fedu","medu","weights"
"172",2093.85633262842,1,1,1,0,1
"173",12173.2427326284,2,1,9,3,1
"174",5626.10123262842,1,3,1,0,1
"175",5269.30923262842,1,1,1,0,1
"176",10969.0687326284,1,1,1,0,1
"177",4708.25503262842,2,3,1,0,1
"178",8186.08713262842,1,1,5,4,1
"179",13885.8457326284,1,1,1,0,1
"180",1754.90353262842,1,3,9,0,1
"181",4640.59883262842,2,1,1,0,1
"182",10656.8743992951,1,4,11,12,1
"183",20679.1957326284,1,2,4,0,1
"184",10032.4887326284,2,1,11,0,1
"185",2629.04513262842,1,1,6,11,1
"186",898.60167262842,1,1,1,0,1
"187",1683.54513262842,1,1,1,0,1
"188",9327.82343262842,1,1,1,0,1
"189",10995.8270659618,1,1,9,5,1
"190",3654.82313262842,1,1,5,5,1
"191",1558.66763262842,1,1,1,0,1
"192",2718.24313262842,2,1,1,0,1
"193",13555.8137326284,1,1,1,7,1
"194",488.29039262842,1,1,1,0,1
"195",4593.57003262842,2,1,1,0,1
"196",2116.58953262842,1,1,1,0,1
"197",9265.38393262842,2,1,1,8,1
"198",9898.69063262842,1,1,1,3,1
"199",1335.67243262842,1,1,1,0,1
"200",3042.32973262842,2,1,1,0,1
"201",2144.32143262842,1,1,9,6,1
"202",4020.53553262842,1,1,1,0,1
"203",8560.71893262842,2,1,1,0,1
"204",2459.62073262842,1,2,1,0,1
"205",7207.58413262842,2,1,10,7,1
"206",2585.04873262842,1,1,1,0,1
"207",4154.33273262842,1,1,1,0,1
"208",5010.63443262842,1,1,1,0,1
"209",5394.18623262842,2,4,11,10,1
"210",12976.0257326284,2,1,1,0,1
"211",23961.4690659618,1,3,1,7,1
"212",3842.13933262842,2,1,1,0,1
"213",4475.44593262842,1,1,1,0,1
"214",2816.36103262842,1,1,1,0,1
"215",1970.74553262842,1,1,1,0,1
"216",1737.06393262842,1,1,1,0,1
"217",4718.79023262842,1,1,1,0,1
"218",7784.69553262842,2,1,1,4,1
"219",2499.70773262842,1,1,11,8,1
"220",9598.85463262842,1,1,5,6,1
"221",7088.95033262842,2,1,1,8,1
"222",3199.40713262842,1,1,1,3,1
"223",12486.3287326284,1,1,1,0,1
"224",1737.06393262842,1,1,1,0,1
"225",3574.54483262842,1,1,9,8,1
"226",5676.62513262842,1,3,3,0,1
"227",3342.62983262842,1,3,11,5,1
"228",25020.4457326284,1,4,9,12,1
"229",2247.43403262842,1,1,1,0,1
"230",4363.05973262842,1,1,1,0,1
"231",8620.75703262842,1,1,1,0,1
"232",8557.83413262842,1,1,9,4,1
"233",7668.73793262842,1,1,10,10,1
"234",1826.26203262842,2,1,9,6,1
"235",2450.64883262842,1,1,1,11,1
"236",7395.79213262842,1,1,1,0,1
"237",9318.90353262842,1,1,3,2,1
"238",1558.54823262842,2,1,8,0,1
"239",2053.71723262842,2,1,1,5,1
"240",18238.7147326284,2,1,2,0,1
"241",19540.5547326284,1,1,1,0,1
"242",24928.5727326284,2,1,1,0,1
"243",4288.13003262842,1,3,1,0,1
"244",6509.16273262842,2,1,1,10,1
"245",19219.8927326284,1,1,8,5,1
"246",5792.47873262842,1,1,1,0,1
"247",3467.50723262842,1,1,1,0,1
"248",4973.47573262842,1,1,1,0,1
"249",5527.98353262842,1,1,1,0,1
"250",13332.8187326284,2,2,9,5,1
"251",9693.53533262842,2,1,1,0,1
"252",8209.48743262842,1,1,6,5,1
"253",14034.6407326284,1,3,1,0,1
"254",15116.7807326284,1,4,12,0,1
"255",2013.57803262842,1,1,1,0,1
"256",14313.9977326284,2,1,1,0,1
"257",16288.9037326284,1,1,11,10,1
"258",1732.27273262842,1,1,1,0,1
"259",5704.30823262842,2,1,5,11,1
"260",11015.3877326284,1,1,1,8,1
"261",3253.43183262842,1,3,1,0,1
"262",22698.6197326284,1,3,11,12,1
"263",4456.39523262842,1,3,1,0,1
"264",4734.12033262842,1,1,9,0,1
"265",635.46727262842,1,1,1,0,1
"266",2165.21473262842,1,1,1,0,1
"267",1870.86113262842,1,1,7,7,1
"268",2183.05433262842,1,1,9,3,1
"269",2361.45063262842,2,1,9,9,1
"270",2270.61003262842,1,1,1,0,1
"271",13985.1857326284,2,1,1,0,1
"272",1380.27153262842,2,1,9,8,1
"273",5642.58613262842,2,1,1,0,1
"274",8805.08413262842,1,1,1,0,1
"275",3969.07633262842,2,1,3,0,1
"276",1966.81073262842,1,1,5,3,1
"277",9404.74043262842,2,1,1,0,1
"278",8432.27363262842,1,1,1,0,1
"279",2361.45063262842,1,1,1,0,1
"280",2629.04513262842,1,1,1,0,1
"281",4687.97233262842,2,1,1,0,1
"282",3521.02603262842,1,3,10,7,1
"283",1514.53613262842,1,1,11,7,1
"284",3458.58733262842,2,1,1,0,1
"285",5728.16663262842,1,1,1,0,1
"286",909.96281262842,1,1,5,10,1
"287",3057.19593262842,1,1,1,4,1
"288",10807.5407326284,2,1,1,0,1
"289",5953.43233262842,1,1,1,4,1
"290",1469.46953262842,1,1,1,0,1
"291",13040.8577326284,1,1,11,6,1
"292",8205.41323262842,1,1,1,0,1
"293",3727.96573262842,1,1,1,0,1
"294",5554.74283262842,1,3,1,0,1
"295",6570.11493262842,2,1,9,10,1
"296",6464.56363262842,1,1,1,0,1
"297",6375.36543262842,2,1,1,0,1
"298",1879.78093262842,1,1,9,6,1
"299",3998.23603262842,1,1,7,7,1
"300",2593.36563262842,1,1,1,0,1
"301",1291.07343262842,1,1,12,11,1
"302",1781.66303262842,2,1,1,2,1
"303",6346.33803262842,1,1,1,0,1
"304",1153.44173262842,1,1,1,0,1
"305",3092.87513262842,1,1,7,8,1
"306",10924.4687326284,2,4,12,12,1
"307",14028.5637326284,1,1,8,7,1
"308",9044.40153262842,2,3,1,0,1
"309",5801.52413262842,1,1,3,6,1
"310",2031.57663262842,1,1,1,0,1
"311",3567.73093262842,1,1,1,0,1
"312",7534.94113262842,1,1,1,5,1
"313",5839.28483262842,2,1,1,0,1
"314",3791.44843262842,2,1,7,9,1
"315",1166.19593262842,1,1,1,0,1
"316",10549.8367326284,2,2,3,0,1
"317",934.28093262842,2,1,1,0,1
"318",1424.87053262842,1,1,1,0,1
"319",11013.6667326284,2,3,9,6,1
"320",1103.75733262842,1,1,1,0,1
"321",1023.47903262842,2,1,1,5,1
"322",11156.3837326284,1,1,1,0,1
"323",6009.65353262842,1,1,1,10,1
"324",20468.6657326284,1,1,1,0,1
"325",10184.0840659618,2,1,12,8,1
"326",27105.6077326284,1,1,1,0,1
"327",7190.63643262842,1,1,9,0,1
"328",5773.06173262842,1,1,1,0,1
"329",3788.62053262842,2,2,3,10,1
"330",2361.45063262842,2,1,4,7,1
"331",1950.65503262842,1,1,1,0,1
"332",3183.00823262842,1,1,1,1,1
"333",2482.59583262842,1,1,1,0,1
"334",6950.40883262842,1,1,6,7,1
"335",15384.3737326284,1,2,1,0,1
"336",18982.0313992951,1,4,11,10,1
"337",3030.43643262842,1,1,1,0,1
"338",3814.80633262842,1,1,7,4,1
"339",8634.75403262842,1,1,9,8,1
"340",5037.39373262842,2,1,12,12,1
"341",4725.20033262842,1,1,1,0,1
"342",2611.20553262842,2,3,1,0,1
"343",6412.95423262842,2,1,1,0,1
"344",5065.15593262842,1,1,1,0,1
"345",2068.88083262842,2,1,1,0,1
"346",7106.79023262842,2,1,1,0,1
"347",3833.21943262842,1,1,1,0,1
"348",3788.62053262842,2,1,1,0,1
"349",6286.16763262842,2,1,9,9,1
"350",14206.9587326284,2,1,1,0,1
"351",18227.2017326284,1,3,7,7,1
"352",15116.7807326284,1,1,1,0,1
"353",11490.9307326284,2,1,11,11,1
"354",3342.62983262842,2,1,9,8,1
"355",26444.9397326284,1,1,1,0,1
"356",1915.46013262842,1,1,9,8,1
"357",1623.11523262842,2,1,1,3,1
"358",6286.16763262842,1,1,1,0,1
"359",648.84697262842,1,1,1,0,1
"360",1719.22433262842,1,1,7,0,1
"361",831.09550262842,1,1,1,0,1
"362",14630.1133992951,2,4,10,8,1
"363",845.08281262842,1,1,1,0,1
"364",3610.22433262842,1,1,1,0,1
"365",1870.86113262842,2,1,1,11,1
"366",7610.71253262842,1,1,1,0,1
"367",6785.67693262842,2,1,1,0,1
"368",9301.06363262842,1,1,1,5,1
"369",10210.8837326284,2,1,1,0,1
"370",4234.61103262842,1,3,8,4,1
"371",2039.86983262842,1,1,1,0,1
"372",5883.56953262842,1,1,1,0,1
"373",1850.05383262842,1,1,1,0,1
"374",4328.15003262842,2,1,8,10,1
"375",1175.11573262842,1,1,1,4,1
"376",1425.83273262842,1,2,1,0,1
"377",3521.02603262842,1,1,1,4,1
"378",16518.9627326284,1,1,11,7,1
"379",3663.32313262842,1,1,12,8,1
"380",4116.45423262842,1,1,9,8,1
"381",4524.50503262842,1,1,1,0,1
"382",2807.44133262842,2,1,1,0,1
"383",3431.82803262842,2,1,1,0,1
"384",2450.64883262842,2,1,1,0,1
"385",916.44133262842,1,1,3,0,1
"386",2588.26553262842,2,1,1,0,1
"387",2039.51823262842,1,1,1,0,1
"388",18506.3087326284,2,3,11,8,1
"389",5108.75263262842,1,1,1,0,1
"390",5786.65793262842,1,1,1,0,1
"391",2700.40353262842,1,1,1,0,1
"392",1915.46013262842,1,1,1,0,1
"393",8587.47873262842,1,3,1,6,1
"394",14768.4267326284,1,4,11,10,1
"395",1993.60843262842,2,1,1,0,1
"396",3647.91033262842,2,1,4,0,1
"397",9220.78533262842,1,1,1,0,1
"398",11771.8507326284,1,1,9,8,1
"399",13752.0487326284,1,1,1,5,1
"400",827.24321262842,1,1,1,0,1
"401",4502.20523262842,1,1,4,0,1
"402",18697.3087326284,2,3,1,0,1
"403",17346.7327326284,1,1,8,5,1
"404",3967.01653262842,1,1,1,4,1
"405",4181.29753262842,2,3,1,0,1
"406",1166.19593262842,1,1,8,7,1
"407",1388.31543262842,1,1,8,9,1
"408",21564.2907326284,2,3,9,7,1
"409",6412.95423262842,1,1,10,0,1
"410",3521.02603262842,1,1,1,5,1
"411",6214.80873262842,1,1,1,7,1
"412",7980.11543262842,1,1,1,0,1
"413",8999.08613262842,2,1,1,0,1
"414",755.88469262842,1,1,8,12,1
"415",17792.7227326284,1,1,10,0,1
"416",1549.74783262842,1,1,1,10,1
"417",9550.81853262842,1,1,4,5,1
"418",4286.55973262842,1,1,2,8,1
"419",2548.76673262842,2,3,5,5,1
"420",23867.1157326284,2,1,1,7,1
"421",15830.3657326284,2,1,1,0,1
"422",3852.04163262842,1,1,1,0,1
"423",8180.96693262842,2,1,1,0,1
"424",21093.0527326284,1,1,1,7,1
"425",5108.24043262842,1,1,1,0,1
"426",1291.07343262842,2,1,1,0,1
"427",2807.44133262842,1,3,1,0,1
"428",23247.8987326284,2,4,1,0,1
"429",2882.37493262842,2,1,1,0,1
"430",2600.26043262842,1,1,1,0,1
"431",18340.4867326284,2,3,10,8,1
"432",1924.37993262842,1,1,1,0,1
"433",4011.61563262842,1,1,9,12,1
"434",11203.4577326284,2,1,1,0,1
"435",5840.17693262842,2,3,1,6,1
"436",7465.31953262842,1,1,7,11,1
"437",3137.47433262842,1,1,7,4,1
"438",2307.48673262842,1,1,6,12,1
"439",15866.0437326284,2,1,10,8,1
"440",3117.85463262842,2,1,1,8,1
"441",666.68663262842,1,1,1,0,1
"442",2361.45063262842,1,1,1,0,1
"443",4500.42153262842,1,1,1,0,1
"444",3060.93623262842,2,3,4,0,1
"445",5178.32683262842,1,1,1,0,1
"446",18227.2017326284,2,3,4,5,1
"447",2816.60413262842,1,1,5,0,1
"448",7788.11103262842,2,1,1,0,1
"449",28496.4967326284,1,4,1,0,1
"450",4234.61103262842,1,1,1,0,1
"451",2181.98703262842,1,1,1,0,1
"452",2093.85633262842,1,1,1,0,1
"453",2629.04513262842,2,1,1,0,1
"454",8293.12513262842,1,1,1,0,1
"455",4136.49283262842,2,1,1,0,1
"456",3778.23183262842,1,1,1,0,1
"457",755.88469262842,2,1,1,4,1
"458",11308.0207326284,1,1,11,0,1
"459",2004.65813262842,1,1,1,3,1
"460",1469.46953262842,2,1,9,0,1
"461",6214.80873262842,1,2,9,0,1
"462",6107.77113262842,1,1,11,0,1
"463",2807.44133262842,1,1,5,2,1
"464",4925.89613262842,1,1,3,8,1
"465",3301.59323262842,1,1,1,0,1
"466",6948.31023262842,1,1,1,0,1
"467",19576.6857326284,1,3,1,7,1
"468",4413.00703262842,1,1,5,0,1
"469",8337.72383262842,1,1,1,5,1
"470",6375.36543262842,1,1,1,0,1
"471",7953.27993262842,1,1,1,0,1
"472",1059.15823262842,1,1,1,0,1
"473",2084.93643262842,1,1,1,0,1
"474",5929.37513262842,2,1,1,0,1
"475",5251.46943262842,1,1,10,6,1
"476",3106.25483262842,1,1,1,0,1
"477",7624.13933262842,1,3,6,10,1
"478",8890.75213262842,2,1,1,0,1
"479",6434.79213262842,2,3,4,0,1
"480",4252.45033262842,1,3,1,0,1
"481",10488.9547326284,1,4,9,12,1
"482",5858.01673262842,1,1,1,0,1
"483",11834.2897326284,2,1,1,0,1
"484",8410.24623262842,1,1,1,0,1
"485",5572.58273262842,2,1,1,0,1
"486",1134.38563262842,1,1,5,4,1
"487",3992.28773262842,1,1,1,8,1
"488",1558.66763262842,1,1,1,0,1
"489",6901.63443262842,1,1,8,4,1
"490",3565.62513262842,1,1,1,0,1
"491",7945.25213262842,1,3,8,5,1
"492",4413.00703262842,2,1,1,0,1
"493",7624.13933262842,1,3,8,7,1
"494",5475.01333262842,1,1,1,0,1
"495",13868.0067326284,1,3,5,10,1
"496",4112.40933262842,1,1,6,4,1
"497",11798.6107326284,1,1,7,6,1
"498",16008.7607326284,1,1,1,0,1
"499",4390.09633262842,1,1,1,0,1
"500",13930.4457326284,1,3,6,5,1
"501",1625.56633262842,2,1,8,0,1
"502",7891.73353262842,2,1,1,0,1
"503",1737.06393262842,2,1,1,0,1
"504",24677.0337326284,2,1,1,0,1
"505",1380.27153262842,2,1,1,0,1
"506",8456.52463262842,1,1,7,9,1
"507",6879.74483262842,2,3,1,0,1
"508",3012.59683262842,1,1,1,0,1
"509",11241.9007326284,1,3,6,6,1
"510",845.08281262842,1,3,5,8,1
"511",7579.54023262842,1,1,6,3,1
"512",2191.97433262842,1,1,6,0,1
"513",7508.18133262842,2,1,1,0,1
"514",1169.62723262842,1,1,1,0,1
"515",4609.24283262842,1,1,8,7,1
"516",22615.0667326284,2,1,1,0,1
"517",2655.80433262842,1,1,1,0,1
"518",4792.26723262842,1,1,1,0,1
"519",18512.3617326284,2,3,1,8,1
"520",6411.04463262842,1,3,8,7,1
"521",3119.63473262842,1,1,1,0,1
"522",6821.35613262842,2,1,1,0,1
"523",2860.96013262842,2,1,1,0,1
"524",2629.04513262842,2,1,1,0,1
"525",9515.13883262842,1,1,1,6,1
"526",7011.50503262842,1,1,1,0,1
"527",26444.9397326284,2,1,8,6,1
"528",9961.12873262842,1,1,1,0,1
"529",10300.0817326284,1,1,12,12,1
"530",19130.6957326284,2,4,9,9,1
"531",577.48851262842,1,1,1,0,1
"532",4430.84683262842,1,1,1,5,1
"533",4216.77113262842,1,1,1,0,1
"534",7228.56313262842,1,1,4,9,1
"535",1003.64553262842,1,1,4,5,1
"536",1220.56523262842,1,1,1,0,1
"537",2272.25263262842,1,1,5,0,1
"538",3788.62053262842,1,2,11,12,1
"539",7891.73353262842,2,1,1,7,1
"540",3030.43643262842,1,1,3,0,1
"541",1228.80543262842,1,1,7,4,1
"542",14164.0187326284,1,1,1,0,1
"543",943.20073262842,1,1,1,0,1
"544",4101.44113262842,1,1,1,0,1
"545",496.92107262842,1,1,1,0,1
"546",7051.96303262842,1,1,8,2,1
"547",577.48851262842,1,1,1,8,1
"548",4370.97723262842,1,1,1,0,1
"549",2629.04513262842,1,1,1,0,1
"550",2474.10733262842,2,1,1,0,1
"551",4290.39663262842,1,3,1,3,1
"552",4279.21013262842,1,3,1,0,1
"553",9569.90833262842,1,1,1,0,1
"554",8025.53043262842,1,1,1,0,1
"555",18123.3187326284,1,1,9,8,1
"556",24677.0337326284,1,1,1,5,1
"557",12722.4050659618,1,4,7,9,1
"558",6982.80483262842,1,3,11,6,1
"559",6428.88443262842,1,1,1,0,1
"560",3877.81853262842,1,1,2,0,1
"561",6241.56853262842,1,1,7,8,1
"562",2860.78113262842,2,1,7,8,1
"563",7356.54463262842,2,1,6,10,1
"564",29031.6857326284,2,4,6,7,1
"565",7517.10123262842,1,1,1,0,1
"566",3204.37273262842,2,1,1,5,1
"567",11290.1817326284,1,1,1,0,1
"568",12886.8277326284,2,1,9,0,1
"569",4520.62173262842,1,1,1,0,1
"570",4832.23843262842,1,1,1,4,1
"571",14522.1263992951,1,3,11,10,1
"572",11332.6727326284,1,4,9,8,1
"573",2936.42933262842,1,1,1,5,1
"574",13213.0917326284,1,1,9,7,1
"575",2341.33273262842,1,1,1,0,1
"576",2539.84683262842,1,4,1,10,1
"577",666.68663262842,2,1,9,5,1
"578",6910.55433262842,1,1,7,8,1
"579",1752.36203262842,1,3,1,0,1
"580",11608.3217326284,1,1,1,0,1
"581",1349.78423262842,1,1,1,0,1
"582",3484.51703262842,1,1,9,12,1
"583",6527.00213262842,1,1,9,6,1
"584",9586.49723262842,1,1,1,0,1
"585",7285.18623262842,1,1,1,0,1
"586",1220.88583262842,1,1,1,0,1
"587",2932.31853262842,1,1,3,11,1
"588",12053.2547326284,2,1,9,0,1
"589",20254.5917326284,2,1,1,12,1
"590",22252.6287326284,1,1,11,12,1
"591",3453.81093262842,1,1,1,0,1
"592",12223.8727326284,1,1,3,0,1
"593",3754.38103262842,1,1,1,0,1
"594",4828.55193262842,2,1,1,0,1
"595",6459.53923262842,1,3,1,0,1
"596",854.00261262842,1,1,1,0,1
"597",8203.92693262842,2,1,5,4,1
"598",18968.1657326284,1,1,1,0,1
"599",1201.87533262842,2,1,1,3,1
"600",10879.8707326284,1,1,1,8,1
"601",2629.04513262842,1,1,1,0,1
"602",11727.2517326284,1,2,8,7,1
"603",6196.96943262842,2,1,1,0,1
"604",3026.19813262842,1,1,1,0,1
"605",9565.57053262842,2,1,1,0,1
"606",5095.47773262842,2,1,11,8,1
"607",11490.9307326284,1,1,6,0,1
"608",3057.19593262842,1,3,1,0,1
"609",10316.4557326284,1,1,1,0,1
"610",1906.54033262842,1,1,1,7,1
"611",1362.43183262842,2,1,1,8,1
"612",3623.73283262842,1,1,1,0,1
"613",3476.42693262842,1,1,1,3,1
"614",4257.56463262842,2,3,9,6,1
"615",6210.04953262842,1,1,7,5,1
"616",17449.2540659618,1,1,1,8,1
"617",1844.10163262842,2,1,1,0,1
"618",8426.92203262842,1,1,12,9,1
"619",12665.6167326284,1,3,6,0,1
"620",1980.95453262842,2,1,1,0,1
"621",7310.16183262842,2,1,1,6,1
"622",14559.0627326284,2,1,1,0,1
"623",4145.41273262842,1,1,1,0,1
"624",9764.89373262842,1,1,4,0,1
"625",10888.7897326284,2,3,1,0,1
"626",12315.9587326284,1,1,1,0,1
"627",10603.3727326284,1,1,1,0,1
"628",1960.21993262842,1,1,1,0,1
"629",1469.46953262842,2,1,1,0,1
"630",2047.11613262842,1,1,1,0,1
"631",6428.88443262842,1,1,9,8,1
"632",4618.16273262842,2,1,1,8,1
"633",13035.4910659618,2,1,9,8,1
"634",16448.1287326284,1,1,6,8,1
"635",17525.1287326284,1,3,11,9,1
"636",978.87993262842,1,1,8,0,1
"637",3117.85463262842,1,1,1,0,1
"638",3842.13933262842,1,1,1,0,1
"639",13957.2057326284,2,1,9,8,1
"640",3253.43183262842,2,1,1,0,1
"641",12779.7897326284,2,1,6,4,1
"642",1005.63943262842,2,1,1,0,1
"643",16187.1577326284,2,2,1,0,1
"644",6196.96943262842,2,1,1,4,1
"645",738.04509262842,1,1,1,0,1
"646",28728.4127326284,2,3,8,8,1
"647",3485.34683262842,1,1,1,7,1
"648",2487.22523262842,2,1,1,0,1
"649",2513.08753262842,1,1,9,3,1
"650",3726.18183262842,1,1,1,0,1
"651",3598.80733262842,1,3,1,0,1
"652",6712.01773262842,2,3,12,11,1
"653",27051.4867326284,2,1,1,0,1
"654",3325.51233262842,1,1,5,7,1
"655",2058.17713262842,1,3,1,10,1
"656",3788.62053262842,1,1,5,0,1
"657",4858.99773262842,1,1,11,10,1
"658",845.08281262842,2,1,4,0,1
"659",238.53569262842,1,1,1,2,1
"660",2218.73383262842,1,1,9,7,1
"661",11080.5657326284,2,1,1,0,1
"662",1380.27153262842,1,1,1,0,1
"663",29566.8727326284,1,1,9,8,1
"664",12069.1783992951,1,1,9,8,1
"665",7980.93133262842,2,3,12,8,1
